Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,03-09-2020
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,15-06-2021
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,18-05-2022
NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,25-09-2020
SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,26-06-2024
Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,25-02-2023
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,13-07-2023
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,05-09-2020
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,17-05-2024
Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,19-02-2022
GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,16-03-2023
BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,19-08-2021
Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,11-07-2022
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,24-03-2022
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,19-06-2020
HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,04-08-2021
Lenskart,FinTech,Payments,Pune,"IFC, Mirae Asset",Growth,197383000,28-10-2021
SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,16-07-2023
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,23-06-2022
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,27-07-2024
CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,17-04-2024
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,26-05-2021
UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,05-05-2021
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,13-10-2024
Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,05-12-2023
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,31-07-2021
Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,31-01-2020
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,23-09-2024
DriveFit_560,Consumer Electronics,Audio,Gurugram,"Nexus Venture Partners, Zodius Capital",Angel,41000,27-05-2021
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,14-02-2024
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,31-01-2024
NeoTech,RealEstate,Home Services,Gurugram,"Accel, Lightspeed India, Ribbit Capital",Pre-Series A,103000,16-04-2020
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,04-06-2024
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,13-11-2020
LogiMart,E-commerce,Grocery,Pune,"Blume Ventures, Tiger Global, Y Combinator",Angel,16000,04-04-2024
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,29-03-2024
Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,03-01-2022
Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,23-01-2021
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,23-12-2022
CureFit,Mobility,EV,Kolkata,"Blume Ventures, Y Combinator",Pre-Seed,122000,30-07-2023
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,16-01-2024
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,02-08-2021
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,04-04-2025
GreenMart,Consumer Electronics,Audio,Mumbai,"Falcon Edge, Prosus Ventures",Pre-Seed,178000,07-08-2023
CloudSolutions_576,EdTech,Test Prep,Bengaluru,"Accel, LCatterton, Mirae Asset",Angel,8000,03-03-2021
HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,29-04-2020
Groww,Enterprise,Security,Mumbai,"Accel, Kedaara Capital",Bridge,307000,21-05-2025
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,24-04-2025
SkillRise,Retail,Fashion,Ahmedabad,"Blume Ventures, IFC, Prosus Ventures",Pre-Series A,288000,28-07-2022
BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,13-05-2023
NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,24-10-2021
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,05-07-2022
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,30-03-2021
DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,14-03-2023
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,07-04-2023
Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,21-03-2021
Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,14-07-2020
QuantumAnalytics_589,FinTech,WealthTech,Pune,"Nexus Venture Partners, Peak XV",Growth,74657000,08-06-2022
HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,18-07-2023
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,09-11-2020
DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,30-03-2021
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,21-06-2021
DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,26-09-2022
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,25-03-2023
Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,06-12-2021
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,01-04-2020
NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,12-05-2021
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,16-02-2020
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,03-02-2024
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,14-12-2020
SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,09-07-2021
PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,18-02-2022
HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,22-10-2022
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,04-03-2024
AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,06-05-2020
ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,11-01-2025
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,19-03-2023
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,29-08-2023
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,30-05-2022
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,15-09-2024
FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,27-03-2025
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,07-03-2023
GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,23-05-2023
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,16-04-2022
Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,13-03-2025
NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,30-05-2023
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,"Falcon Edge, Tiger Global Management",Growth,419740000,18-05-2021
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,25-05-2025
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,15-05-2022
Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,16-08-2023
BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,24-10-2021
CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,31-01-2025
Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,19-12-2023
NextSense,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, IFC, Nexus Venture Partners",Angel,15000,04-03-2023
Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,22-05-2025
LogiSense,FinTech,NeoBank,Hyderabad,"A91 Partners, Sequoia Capital India",Pre-Seed,112000,16-10-2022
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,23-06-2022
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,06-08-2024
GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,28-09-2023
Unacademy,FinTech,Payments,Chennai,"Elevation Capital, Kedaara Capital, Prosus Ventures",Debt,26070000,26-11-2020
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,09-07-2020
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,22-08-2022
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,07-06-2023
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,18-12-2023
FoodLoop,AgriTech,Marketplace,Pune,"Kedaara Capital, Mirae Asset",Angel,25000,12-06-2023
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,17-08-2021
GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,29-04-2022
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,18-05-2020
AgriSense,E-commerce,D2C,Pune,"Peak XV, Zodius Capital",Pre-Series A,105000,11-03-2023
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,15-08-2023
LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,27-04-2022
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,25-06-2024
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,21-09-2024
UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,10-07-2021
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,17-08-2020
CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,27-01-2025
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,20-11-2024
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,05-12-2022
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,04-04-2020
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,29-01-2021
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,14-07-2021
Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,16-10-2020
FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,22-08-2022
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,01-10-2021
HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,22-07-2024
InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,08-01-2025
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,02-03-2020
NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,22-05-2023
AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,31-03-2022
NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,22-11-2023
DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,28-12-2023
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,11-04-2022
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,31-07-2024
Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,19-08-2021
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,23-10-2023
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,11-11-2022
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,07-08-2024
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,"A91 Partners, Y Combinator",Pre-Series A,193000,13-10-2021
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,23-09-2024
HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,26-05-2020
DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,01-05-2022
Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,04-02-2023
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,05-02-2024
NextStack,Mobility,Micro Mobility,Pune,"Mirae Asset, Y Combinator",Pre-Seed,192000,18-03-2020
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,17-03-2024
HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,27-02-2024
FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,29-01-2025
AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,24-11-2023
Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,15-04-2020
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,15-06-2023
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,22-02-2024
Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,28-04-2021
GreenMart,E-commerce,Marketplace,Ahmedabad,"Kalaari Capital, Ventures India",Angel,81000,11-11-2020
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,12-02-2024
CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,27-03-2022
PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,24-10-2020
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,29-07-2023
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,30-06-2021
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,20-04-2023
BlueTech,FinTech,Payments,Mumbai,"Accel, Info Edge",Pre-Seed,53000,19-07-2020
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,07-07-2020
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,23-05-2023
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,14-09-2023
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,17-05-2024
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,26-06-2021
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,10-08-2020
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,30-07-2020
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,02-01-2020
NextStack,SaaS,MarTech,Ahmedabad,"Kalaari Capital, Mirae Asset",Pre-Seed,68000,20-12-2023
CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,12-11-2023
Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,17-05-2025
HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,21-03-2020
UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,17-12-2024
GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,11-06-2024
EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,01-06-2024
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,22-04-2021
SmartCare,FinTech,InsurTech,Ahmedabad,"Blume Ventures, Nexus Venture Partners, Tiger Global",Pre-Seed,36000,07-12-2023
BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,06-09-2024
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,05-07-2024
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,09-09-2024
NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,31-03-2024
Dream11,Consumer Electronics,Audio,Ahmedabad,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Pre-Seed,52000,23-07-2020
Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,01-07-2020
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,23-04-2022
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,08-07-2023
MediHive,EdTech,Test Prep,Noida,IFC,Bridge,1758000,21-06-2023
ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,31-01-2021
FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,06-08-2021
WorkStack,Retail,Grocery,Bengaluru,"Bessemer Venture Partners, Blume Ventures",Seed,1593000,17-04-2020
Myntra,Mobility,Ride Sharing,Mumbai,"Omidyar Network, SoftBank Vision Fund",Angel,9000,17-01-2024
BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,19-07-2020
CloudPay,EdTech,Test Prep,Kolkata,"Nexus Venture Partners, Peak XV",Series A,7441000,21-04-2020
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,24587000,18-07-2023
CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,1116000,15-08-2020
DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,29202000,30-07-2023
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,407801000,19-03-2021
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,01-04-2023
WorkPay,FinTech,InsurTech,Bengaluru,"Falcon Edge, Sequoia Capital India, Ventures India",Pre-Seed,29000,21-08-2022
GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,1560000,19-06-2020
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,19-08-2023
BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,31619000,19-02-2020
CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,21321000,03-01-2020
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,15-06-2024
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,1271000,13-10-2023
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,18-01-2022
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,16-11-2021
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,07-04-2024
NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,201000,08-12-2021
NeoTech,Mobility,Micro Mobility,Noida,"Prosus Ventures, Y Combinator",Angel,20000,14-07-2022
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,12-01-2025
Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,788000,30-10-2020
DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,3902000,10-05-2022
FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,9519000,23-04-2022
NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,396775000,30-06-2022
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,11-06-2025
Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,4358000,06-12-2020
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,25-03-2020
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,19-12-2023
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,05-09-2020
Chargebee,Retail,E-Retail,Kolkata,Tiger Global Management,Angel,84000,15-11-2020
ClearDekho,SaaS,HRTech,Kolkata,"Bessemer Venture Partners, Prosus Ventures",Angel,33000,08-06-2025
Ola,SaaS,B2B SaaS,Kolkata,"A91 Partners, Kalaari Capital, SoftBank Vision Fund",Angel,14000,12-10-2020
HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,1458000,03-02-2021
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,45193000,15-05-2025
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,417000,06-01-2024
HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,358000,30-01-2024
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,28-04-2022
Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,8462000,11-11-2024
UrbanSolutions,FoodTech,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Pre-Series A,142000,12-02-2023
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,27-03-2020
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,08-06-2024
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,25-09-2023
NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,57000,21-07-2021
ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,4680000,12-06-2021
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,29-04-2020
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,10-02-2025
Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,2525000,18-04-2024
AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,1034000,30-11-2023
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,23-04-2022
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,30-08-2024
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,25-09-2020
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,09-06-2025
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,22-11-2023
BigBasket,HealthTech,Diagnostics,Delhi,"Accel, Sequoia Capital India, Ventures India",Debt,254000,20-05-2022
AgriHive,FinTech,Lending,Mumbai,"Mirae Asset, Omidyar Network",Pre-Seed,34000,13-09-2023
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,21-05-2024
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,105000,25-10-2020
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,13-03-2023
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,647000,24-03-2024
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,349000,22-04-2023
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,127000,11-04-2021
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,14-12-2023
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,98000,03-08-2021
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,28306000,26-05-2022
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,3755000,03-10-2022
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,219000,27-02-2024
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,275000,19-05-2022
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,886000,27-09-2023
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,15-10-2022
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,24-02-2020
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,78705000,15-09-2023
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,477000,04-12-2021
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,53000,09-02-2022
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,10610000,01-10-2021
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,25-02-2023
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,18-04-2024
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,248669000,15-12-2021
