Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,2020-09-03
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,2021-06-15
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,2022-05-18
NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,2020-09-25
SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,2024-06-26
Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,2023-02-25
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,2023-07-13
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,2020-09-05
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,2024-05-17
Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,2022-02-19
GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,2023-03-16
BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,2021-08-19
Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,2022-07-11
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,2022-03-24
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,2020-06-19
HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,2021-08-04
Lenskart,FinTech,Payments,Pune,"IFC, Mirae Asset",Growth,197383000,2021-10-28
SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,2023-07-16
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,2022-06-23
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,2024-07-27
CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,2024-04-17
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,2021-05-26
UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,2021-05-05
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,2024-10-13
Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,2023-12-05
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,2021-07-31
Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,2020-01-31
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,2024-09-23
DriveFit_560,Consumer Electronics,Audio,Gurugram,"Nexus Venture Partners, Zodius Capital",Angel,41000,2021-05-27
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,2024-02-14
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,2024-01-31
NeoTech,RealEstate,Home Services,Gurugram,"Accel, Lightspeed India, Ribbit Capital",Pre-Series A,103000,2020-04-16
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,2024-06-04
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,2020-11-13
LogiMart,E-commerce,Grocery,Pune,"Blume Ventures, Tiger Global, Y Combinator",Angel,16000,2024-04-04
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,2024-03-29
Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,2022-01-03
Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,2021-01-23
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,2022-12-23
CureFit,Mobility,EV,Kolkata,"Blume Ventures, Y Combinator",Pre-Seed,122000,2023-07-30
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,2024-01-16
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,2021-08-02
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,2025-04-04
GreenMart,Consumer Electronics,Audio,Mumbai,"Falcon Edge, Prosus Ventures",Pre-Seed,178000,2023-08-07
CloudSolutions_576,EdTech,Test Prep,Bengaluru,"Accel, LCatterton, Mirae Asset",Angel,8000,2021-03-03
HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,2020-04-29
Groww,Enterprise,Security,Mumbai,"Accel, Kedaara Capital",Bridge,307000,2025-05-21
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,2025-04-24
SkillRise,Retail,Fashion,Ahmedabad,"Blume Ventures, IFC, Prosus Ventures",Pre-Series A,288000,2022-07-28
BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,2023-05-13
NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,2021-10-24
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,2022-07-05
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,2021-03-30
DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,2023-03-14
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,2023-04-07
Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,2021-03-21
Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,2020-07-14
QuantumAnalytics_589,FinTech,WealthTech,Pune,"Nexus Venture Partners, Peak XV",Growth,74657000,2022-06-08
HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,2023-07-18
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,2020-11-09
DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,2021-03-30
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,2021-06-21
DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,2022-09-26
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,2023-03-25
Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,2021-12-06
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,2020-04-01
NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,2021-05-12
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,2020-02-16
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,2024-02-03
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,2020-12-14
SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,2021-07-09
PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,2022-02-18
HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,2022-10-22
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,2024-03-04
AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,2020-05-06
ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,2025-01-11
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,2023-03-19
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,2023-08-29
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,2022-05-30
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,2024-09-15
FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,2025-03-27
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,2023-03-07
GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,2023-05-23
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,2022-04-16
Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,2025-03-13
NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,2023-05-30
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,"Falcon Edge, Tiger Global Management",Growth,419740000,2021-05-18
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,2025-05-25
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,2022-05-15
Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,2023-08-16
BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,2021-10-24
CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,2025-01-31
Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,2023-12-19
NextSense,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, IFC, Nexus Venture Partners",Angel,15000,2023-03-04
Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,2025-05-22
LogiSense,FinTech,NeoBank,Hyderabad,"A91 Partners, Sequoia Capital India",Pre-Seed,112000,2022-10-16
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,2022-06-23
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,2024-08-06
GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,2023-09-28
Unacademy,FinTech,Payments,Chennai,"Elevation Capital, Kedaara Capital, Prosus Ventures",Debt,26070000,2020-11-26
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,2020-07-09
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,2022-08-22
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,2023-06-07
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,2023-12-18
FoodLoop,AgriTech,Marketplace,Pune,"Kedaara Capital, Mirae Asset",Angel,25000,2023-06-12
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,2021-08-17
GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,2022-04-29
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,2020-05-18
AgriSense,E-commerce,D2C,Pune,"Peak XV, Zodius Capital",Pre-Series A,105000,2023-03-11
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,2023-08-15
LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,2022-04-27
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,2024-06-25
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,2024-09-21
UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,2021-07-10
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,2020-08-17
CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,2025-01-27
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,2024-11-20
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,2022-12-05
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,2020-04-04
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,2021-01-29
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,2021-07-14
Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,2020-10-16
FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,2022-08-22
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,2021-10-01
HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,2024-07-22
InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,2025-01-08
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,2020-03-02
NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,2023-05-22
AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,2022-03-31
NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,2023-11-22
DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,2023-12-28
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,2022-04-11
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,2024-07-31
Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,2021-08-19
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,2023-10-23
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,2022-11-11
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,2024-08-07
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,"A91 Partners, Y Combinator",Pre-Series A,193000,2021-10-13
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,2024-09-23
HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,2020-05-26
DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,2022-05-01
Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,2023-02-04
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,2024-02-05
NextStack,Mobility,Micro Mobility,Pune,"Mirae Asset, Y Combinator",Pre-Seed,192000,2020-03-18
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,2024-03-17
HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,2024-02-27
FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,2025-01-29
AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,2023-11-24
Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,2020-04-15
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,2023-06-15
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,2024-02-22
Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,2021-04-28
GreenMart,E-commerce,Marketplace,Ahmedabad,"Kalaari Capital, Ventures India",Angel,81000,2020-11-11
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,2024-02-12
CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,2022-03-27
PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,2020-10-24
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,2023-07-29
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,2021-06-30
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,2023-04-20
BlueTech,FinTech,Payments,Mumbai,"Accel, Info Edge",Pre-Seed,53000,2020-07-19
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,2020-07-07
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,2023-05-23
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,2023-09-14
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,2024-05-17
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,2021-06-26
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,2020-08-10
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,2020-07-30
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,2020-01-02
NextStack,SaaS,MarTech,Ahmedabad,"Kalaari Capital, Mirae Asset",Pre-Seed,68000,2023-12-20
CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,2023-11-12
Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,2025-05-17
HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,2020-03-21
UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,2024-12-17
GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,2024-06-11
EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,2024-06-01
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,2021-04-22
SmartCare,FinTech,InsurTech,Ahmedabad,"Blume Ventures, Nexus Venture Partners, Tiger Global",Pre-Seed,36000,2023-12-07
BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,2024-09-06
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,2024-07-05
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,2024-09-09
NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,2024-03-31
Dream11,Consumer Electronics,Audio,Ahmedabad,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Pre-Seed,52000,2020-07-23
Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,2020-07-01
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,2022-04-23
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,2023-07-08
MediHive,EdTech,Test Prep,Noida,IFC,Bridge,1758000,2023-06-21
ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,2021-01-31
FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,2021-08-06
WorkStack,Retail,Grocery,Bengaluru,"Bessemer Venture Partners, Blume Ventures",Seed,1593000,2020-04-17
Myntra,Mobility,Ride Sharing,Mumbai,"Omidyar Network, SoftBank Vision Fund",Angel,9000,2024-01-17
BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,2020-07-19
CloudPay,EdTech,Test Prep,Kolkata,"Nexus Venture Partners, Peak XV",Series A,7441000,2020-04-21
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,24587000,2023-07-18
CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,1116000,2020-08-15
DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,29202000,2023-07-30
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,407801000,2021-03-19
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,2023-04-01
WorkPay,FinTech,InsurTech,Bengaluru,"Falcon Edge, Sequoia Capital India, Ventures India",Pre-Seed,29000,2022-08-21
GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,1560000,2020-06-19
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,2023-08-19
BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,31619000,2020-02-19
CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,21321000,2020-01-03
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,2024-06-15
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,1271000,2023-10-13
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,2022-01-18
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,2021-11-16
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,2024-04-07
NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,201000,2021-12-08
NeoTech,Mobility,Micro Mobility,Noida,"Prosus Ventures, Y Combinator",Angel,20000,2022-07-14
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,2025-01-12
Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,788000,2020-10-30
DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,3902000,2022-05-10
FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,9519000,2022-04-23
NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,396775000,2022-06-30
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,2025-06-11
Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,4358000,2020-12-06
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,2020-03-25
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,2023-12-19
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,2020-09-05
Chargebee,Retail,E-Retail,Kolkata,Tiger Global Management,Angel,84000,2020-11-15
ClearDekho,SaaS,HRTech,Kolkata,"Bessemer Venture Partners, Prosus Ventures",Angel,33000,2025-06-08
Ola,SaaS,B2B SaaS,Kolkata,"A91 Partners, Kalaari Capital, SoftBank Vision Fund",Angel,14000,2020-10-12
HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,1458000,2021-02-03
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,45193000,2025-05-15
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,417000,2024-01-06
HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,358000,2024-01-30
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,2022-04-28
Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,8462000,2024-11-11
UrbanSolutions,FoodTech,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Pre-Series A,142000,2023-02-12
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,2020-03-27
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,2024-06-08
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,2023-09-25
NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,57000,2021-07-21
ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,4680000,2021-06-12
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,2020-04-29
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,2025-02-10
Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,2525000,2024-04-18
AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,1034000,2023-11-30
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,2022-04-23
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,2024-08-30
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,2020-09-25
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,2025-06-09
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,2023-11-22
BigBasket,HealthTech,Diagnostics,Delhi,"Accel, Sequoia Capital India, Ventures India",Debt,254000,2022-05-20
AgriHive,FinTech,Lending,Mumbai,"Mirae Asset, Omidyar Network",Pre-Seed,34000,2023-09-13
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,2024-05-21
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,105000,2020-10-25
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,2023-03-13
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,647000,2024-03-24
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,349000,2023-04-22
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,127000,2021-04-11
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,2023-12-14
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,98000,2021-08-03
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,28306000,2022-05-26
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,3755000,2022-10-03
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,219000,2024-02-27
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,275000,2022-05-19
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,886000,2023-09-27
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,2022-10-15
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,2020-02-24
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,78705000,2023-09-15
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,477000,2021-12-04
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,53000,2022-02-09
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,10610000,2021-10-01
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,2023-02-25
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,2024-04-18
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,248669000,2021-12-15
